image_name,ground_truth_count,prediction_count,true_positives,false_positives,false_negatives,mean_matched_iou
person_034.png,1,0,0,0,1,0.0
person_036.png,1,1,1,0,0,0.7328
person_037.png,1,2,1,1,0,0.6138
person_038.png,1,2,1,1,0,0.7382
person_039.png,1,3,1,2,0,0.761
person_040.png,1,1,1,0,0,0.8209
person_051.png,1,3,1,2,0,0.7157
person_052.png,1,1,0,1,1,0.0
person_053.png,1,1,1,0,0,0.706
person_055.png,1,0,0,0,1,0.0
person_056.png,1,3,1,2,0,0.5519
person_058.png,1,1,1,0,0,0.6622
person_059.png,1,2,1,1,0,0.6625
person_062.png,1,1,1,0,0,0.8185
person_063.png,1,2,1,1,0,0.7775
person_064.png,1,0,0,0,1,0.0
person_065.png,1,0,0,0,1,0.0
person_070.png,1,2,1,1,0,0.7175
person_071.png,1,1,1,0,0,0.6745
person_073.png,1,0,0,0,1,0.0
person_075.png,1,1,1,0,0,0.8704
person_076.png,1,2,1,1,0,0.7506
person_085.png,2,1,0,1,2,0.0
person_087.png,1,1,1,0,0,0.6414
person_088.png,4,4,4,0,0,0.6276
person_089.png,1,2,1,1,0,0.7016
person_090.png,1,2,1,1,0,0.5565
person_092.png,1,2,1,1,0,0.6826
person_093.png,2,5,2,3,0,0.6899
person_094.png,1,1,1,0,0,0.7462
person_095.png,2,2,2,0,0,0.7625
person_096.png,3,4,3,1,0,0.6332
person_098.png,3,3,2,1,1,0.6619
person_099.png,1,1,1,0,0,0.6605
person_100.png,2,5,2,3,0,0.7056
person_104.png,3,3,2,1,1,0.7704
person_105.png,2,3,2,1,0,0.7197
person_107.png,2,2,2,0,0,0.7236
person_115.png,3,1,1,0,2,0.5193
person_118.png,2,2,2,0,0,0.7282
person_120.png,2,3,2,1,0,0.7657
person_122.png,1,2,1,1,0,0.6641
person_127.png,5,4,2,2,3,0.7038
person_132.png,7,9,6,3,1,0.7461
person_134.png,5,4,4,0,1,0.7069
person_135.png,3,4,3,1,0,0.626
person_136.png,2,0,0,0,2,0.0
person_137.png,5,7,4,3,1,0.6704
person_138.png,3,3,2,1,1,0.5841
person_159.png,5,6,4,2,1,0.6962
person_161.png,1,2,1,1,0,0.6725
person_164.png,1,2,1,1,0,0.6571
person_186.png,2,6,2,4,0,0.6725
person_188.png,6,6,6,0,0,0.6645
person_189.png,2,2,2,0,0,0.6844
person_190.png,4,5,4,1,0,0.7171
person_191.png,6,6,6,0,0,0.7317
person_193.png,4,5,4,1,0,0.7197
person_194.png,4,4,4,0,0,0.6756
person_198.png,2,1,1,0,1,0.6876
person_200.png,16,11,10,1,6,0.6707
person_204.png,6,4,4,0,2,0.7522
person_206.png,1,1,1,0,0,0.6696
person_207.png,6,5,3,2,3,0.6452
person_210.png,3,3,2,1,1,0.5692
person_212.png,1,1,1,0,0,0.6935
person_216.png,2,5,2,3,0,0.5977
person_217.png,5,8,5,3,0,0.6594
person_218.png,2,2,1,1,1,0.6586
person_222.png,3,4,3,1,0,0.5927
person_230.png,5,7,4,3,1,0.7174
person_236.png,8,8,7,1,1,0.7128
person_246.png,2,0,0,0,2,0.0
person_247.png,2,5,2,3,0,0.5869
person_248.png,2,3,2,1,0,0.7915
person_249.png,4,5,4,1,0,0.6259
person_250.png,3,2,2,0,1,0.5988
person_251.png,3,3,3,0,0,0.6593
person_255.png,2,2,2,0,0,0.6779
person_263.png,5,6,4,2,1,0.6579
person_265.png,4,2,2,0,2,0.7111
person_272.png,4,1,1,0,3,0.5876
person_280.png,4,4,4,0,0,0.697
person_282.png,2,2,2,0,0,0.6928
person_290.png,1,1,1,0,0,0.7297
person_293.png,3,3,3,0,0,0.7397
person_303.png,6,4,2,2,4,0.6837
person_306.png,3,3,3,0,0,0.6827
person_314.png,2,3,2,1,0,0.6146
person_315.png,3,3,2,1,1,0.679
person_316.png,2,1,1,0,1,0.5667
person_317.png,3,4,3,1,0,0.7603
person_318.png,2,2,1,1,1,0.6898
person_323.png,2,2,2,0,0,0.7795
person_325.png,2,1,1,0,1,0.8191
person_335.png,3,5,3,2,0,0.7128
person_336.png,4,3,3,0,1,0.6796
person_337.png,5,8,5,3,0,0.6835
person_347.png,3,1,1,0,2,0.7737
person_350.png,4,0,0,0,4,0.0
person_and_bike_004.png,1,0,0,0,1,0.0
person_and_bike_006.png,2,4,2,2,0,0.6845
person_and_bike_012.png,3,3,3,0,0,0.6023
person_and_bike_014.png,2,2,2,0,0,0.6583
person_and_bike_027.png,2,2,2,0,0,0.699
person_and_bike_028.png,6,3,3,0,3,0.7098
person_and_bike_029.png,2,1,1,0,1,0.5654
person_and_bike_035.png,2,2,2,0,0,0.5867
person_and_bike_038.png,4,4,1,3,3,0.8547
person_and_bike_042.png,1,0,0,0,1,0.0
person_and_bike_043.png,1,1,1,0,0,0.5767
person_and_bike_044.png,1,2,1,1,0,0.7986
person_and_bike_045.png,1,2,1,1,0,0.6056
person_and_bike_046.png,1,1,0,1,1,0.0
person_and_bike_047.png,1,2,1,1,0,0.604
person_and_bike_048.png,1,2,1,1,0,0.6857
person_and_bike_049.png,1,1,1,0,0,0.6602
person_and_bike_050.png,1,1,0,1,1,0.0
person_and_bike_051.png,1,1,1,0,0,0.6418
person_and_bike_052.png,1,0,0,0,1,0.0
person_and_bike_053.png,1,1,1,0,0,0.5531
person_and_bike_054.png,1,2,1,1,0,0.7244
person_and_bike_055.png,1,1,1,0,0,0.7567
person_and_bike_056.png,1,1,1,0,0,0.7597
person_and_bike_057.png,1,1,1,0,0,0.6949
person_and_bike_058.png,1,1,1,0,0,0.5688
person_and_bike_059.png,1,2,1,1,0,0.595
person_and_bike_060.png,1,1,1,0,0,0.7031
person_and_bike_061.png,1,0,0,0,1,0.0
person_and_bike_062.png,1,1,1,0,0,0.6989
person_and_bike_063.png,1,2,1,1,0,0.6489
person_and_bike_064.png,1,0,0,0,1,0.0
person_and_bike_065.png,1,2,1,1,0,0.7839
person_and_bike_066.png,1,1,1,0,0,0.6542
person_and_bike_067.png,1,1,1,0,0,0.8211
person_and_bike_069.png,1,1,1,0,0,0.5921
person_and_bike_070.png,1,1,1,0,0,0.6266
person_and_bike_071.png,1,1,0,1,1,0.0
person_and_bike_072.png,1,1,1,0,0,0.628
person_and_bike_073.png,1,0,0,0,1,0.0
person_and_bike_076.png,2,1,1,0,1,0.5734
person_and_bike_077.png,1,1,1,0,0,0.5602
person_and_bike_079.png,1,1,1,0,0,0.642
person_and_bike_080.png,1,0,0,0,1,0.0
person_and_bike_081.png,1,2,1,1,0,0.6683
person_and_bike_082.png,1,1,1,0,0,0.6766
person_and_bike_083.png,1,0,0,0,1,0.0
person_and_bike_084.png,1,0,0,0,1,0.0
person_and_bike_085.png,1,0,0,0,1,0.0
person_and_bike_086.png,1,0,0,0,1,0.0
person_and_bike_087.png,1,1,0,1,1,0.0
person_and_bike_088.png,1,0,0,0,1,0.0
person_and_bike_089.png,1,1,1,0,0,0.8452
person_and_bike_090.png,1,0,0,0,1,0.0
person_and_bike_091.png,1,0,0,0,1,0.0
person_and_bike_092.png,1,0,0,0,1,0.0
person_and_bike_093.png,1,0,0,0,1,0.0
person_and_bike_094.png,1,0,0,0,1,0.0
person_and_bike_095.png,1,1,1,0,0,0.7945
person_and_bike_096.png,1,0,0,0,1,0.0
person_and_bike_097.png,1,0,0,0,1,0.0
person_and_bike_098.png,1,0,0,0,1,0.0
person_and_bike_099.png,1,0,0,0,1,0.0
person_and_bike_100.png,1,0,0,0,1,0.0
person_and_bike_101.png,1,0,0,0,1,0.0
person_and_bike_102.png,1,1,1,0,0,0.6074
person_and_bike_103.png,1,1,0,1,1,0.0
person_and_bike_104.png,1,0,0,0,1,0.0
person_and_bike_105.png,1,0,0,0,1,0.0
person_and_bike_106.png,1,0,0,0,1,0.0
person_and_bike_107.png,1,0,0,0,1,0.0
person_and_bike_108.png,1,0,0,0,1,0.0
person_and_bike_109.png,1,0,0,0,1,0.0
person_and_bike_110.png,1,0,0,0,1,0.0
person_and_bike_111.png,1,1,0,1,1,0.0
person_and_bike_112.png,1,1,0,1,1,0.0
person_and_bike_113.png,1,0,0,0,1,0.0
person_and_bike_114.png,1,0,0,0,1,0.0
person_and_bike_126.png,4,5,4,1,0,0.7125
person_and_bike_133.png,2,5,2,3,0,0.674
person_and_bike_136.png,4,8,4,4,0,0.6979
person_and_bike_140.png,1,2,1,1,0,0.7428
person_and_bike_141.png,1,2,1,1,0,0.6339
person_and_bike_149.png,1,1,0,1,1,0.0
person_and_bike_153.png,1,2,1,1,0,0.6245
person_and_bike_159.png,1,0,0,0,1,0.0
person_and_bike_160.png,1,0,0,0,1,0.0
person_and_bike_161.png,1,1,1,0,0,0.754
person_and_bike_162.png,1,0,0,0,1,0.0
person_and_bike_163.png,1,3,1,2,0,0.751
person_and_bike_164.png,1,1,0,1,1,0.0
person_and_bike_165.png,1,2,1,1,0,0.606
person_and_bike_177.png,1,0,0,0,1,0.0
person_and_bike_181.png,2,4,2,2,0,0.735
person_and_bike_188.png,2,3,2,1,0,0.7827
person_and_bike_189.png,1,1,0,1,1,0.0
person_and_bike_190.png,2,3,2,1,0,0.8123
00001431.png,0,0,0,0,0,0.0
D2004-07-09_21h52m21s.jpg,0,0,0,0,0,0.0
D2004-04-25_12h04m32s.jpg,0,0,0,0,0,0.0
no_person__no_bike_051.png,0,0,0,0,0,0.0
D2004-11-09_10h43m56s.jpg,0,0,0,0,0,0.0
D2004-09-18_16h16m49s.jpg,0,0,0,0,0,0.0
D2004-08-24_19h56m52s.jpg,0,0,0,0,0,0.0
D2004-08-17_11h27m30s.jpg,0,0,0,0,0,0.0
no_person__no_bike_045.png,0,0,0,0,0,0.0
D2004-07-09_18h11m16s.jpg,0,0,0,0,0,0.0
00001452.png,0,0,0,0,0,0.0
00001370.png,0,0,0,0,0,0.0
D2004-07-07_04h40m20s.jpg,0,0,0,0,0,0.0
00001394.png,0,0,0,0,0,0.0
00001240.png,0,0,0,0,0,0.0
D2004-05-10_18h03m03s.jpg,0,0,0,0,0,0.0
D2004-05-10_16h22m42s.jpg,0,0,0,0,0,0.0
D2004-07-08_23h18m59s.jpg,0,0,0,0,0,0.0
D2004-08-24_14h17m59s.jpg,0,3,0,3,0,0.0
D2004-08-25_18h20m04s.jpg,0,1,0,1,0,0.0
